source,activity,timestamp,status,resource
newsweek data 2021,check-in,2021-03-19T09:16:40,complete,newsweek
newsweek data 2020,check-in,2021-03-19T09:16:40,complete,newsweek
newsweek data 2019,check-in,2021-03-19T09:16:40,complete,newsweek
newsweek service,check-in,2021-03-19T09:16:40,complete,newsweek service
